"WEIGHT","LENGTH","LOCATION","COAST","SEASON","SEX"
"280","36.3","PIHA","WEST","SUMMER","FEMALE"
"251","36.4","WAITAWA","EAST","WINTER","FEMALE"
"270","33.8","WAITAWA","EAST","SUMMER","FEMALE"
"280","38.3","WAITAWA","EAST","SUMMER","MALE"
"275","34.5","WAITAWA","EAST","SUMMER","FEMALE"
"262","37","MARAETAI","EAST","WINTER","MALE"
"261","37.6","MURIWAI","WEST","WINTER","MALE"
"261","37.5","MARAETAI","EAST","WINTER","FEMALE"
"282","39.6","MARAETAI","EAST","SUMMER","MALE"
"240","34","PIHA","WEST","WINTER","FEMALE"
"245","36.9","WAITAWA","EAST","WINTER","FEMALE"
"302","39.7","WAITAWA","EAST","SUMMER","MALE"
"275","37.7","MURIWAI","WEST","SUMMER","FEMALE"
"256","35.1","PIHA","WEST","WINTER","FEMALE"
"254","39.1","PIHA","WEST","WINTER","MALE"
"253","33.3","WAITAWA","EAST","WINTER","FEMALE"
"272","42.2","WAITAWA","EAST","WINTER","MALE"
"240","34","WAITAWA","EAST","WINTER","FEMALE"
"272","39.5","MURIWAI","WEST","WINTER","MALE"
"279","39","WAITAWA","EAST","WINTER","MALE"
"266","38.3","PIHA","WEST","WINTER","MALE"
"285","36.2","MARAETAI","EAST","SUMMER","MALE"
"265","36.6","MURIWAI","WEST","WINTER","FEMALE"
"271","38.4","WAITAWA","EAST","SUMMER","FEMALE"
"295","38.3","MARAETAI","EAST","SUMMER","MALE"
"259","33","WAITAWA","EAST","WINTER","MALE"
"261","38.6","PIHA","WEST","WINTER","FEMALE"
"286","36","PIHA","WEST","SUMMER","FEMALE"
"265","38.6","MARAETAI","EAST","WINTER","MALE"
"244","35.1","PIHA","WEST","WINTER","FEMALE"
"261","38.4","MURIWAI","WEST","SUMMER","FEMALE"
"304","38.4","WAITAWA","EAST","SUMMER","MALE"
"282","41.1","PIHA","WEST","WINTER","MALE"
"282","39","PIHA","WEST","SUMMER","FEMALE"
"302","39.4","PIHA","WEST","SUMMER","MALE"
"246","35.3","WAITAWA","EAST","WINTER","FEMALE"
"263","35.2","PIHA","WEST","SUMMER","FEMALE"
"267","39.9","MARAETAI","EAST","SUMMER","FEMALE"
"243","37.9","PIHA","WEST","WINTER","MALE"
"304","38.1","MURIWAI","WEST","SUMMER","MALE"
"251","38.8","PIHA","WEST","WINTER","FEMALE"
"279","35.7","MARAETAI","EAST","SUMMER","MALE"
"298","38.8","MURIWAI","WEST","SUMMER","MALE"
"265","37.1","MURIWAI","WEST","SUMMER","FEMALE"
"271","40.2","PIHA","WEST","WINTER","FEMALE"
"261","33.4","MURIWAI","WEST","SUMMER","FEMALE"
"268","37.1","PIHA","WEST","SUMMER","FEMALE"
"266","38.8","WAITAWA","EAST","WINTER","MALE"
"257","36.5","MURIWAI","WEST","WINTER","MALE"
"259","36.3","WAITAWA","EAST","SUMMER","FEMALE"
"252","32.5","WAITAWA","EAST","WINTER","MALE"
"281","38.3","MURIWAI","WEST","SUMMER","MALE"
"285","38.6","MARAETAI","EAST","SUMMER","MALE"
"267","38.9","WAITAWA","EAST","WINTER","MALE"
"267","41.2","MARAETAI","EAST","WINTER","MALE"
"292","40.8","PIHA","WEST","SUMMER","FEMALE"
"256","38.8","WAITAWA","EAST","WINTER","FEMALE"
"256","35.9","MURIWAI","WEST","WINTER","MALE"
"243","35","PIHA","WEST","WINTER","FEMALE"
"262","38.5","MARAETAI","EAST","WINTER","FEMALE"
"254","37.1","MARAETAI","EAST","WINTER","FEMALE"
"254","33.2","WAITAWA","EAST","WINTER","FEMALE"
"259","33.6","MARAETAI","EAST","SUMMER","FEMALE"
"274","39","MURIWAI","WEST","WINTER","FEMALE"
"286","41","MURIWAI","WEST","WINTER","MALE"
"252","38.5","WAITAWA","EAST","WINTER","FEMALE"
"251","37.3","WAITAWA","EAST","WINTER","FEMALE"
"290","40.4","PIHA","WEST","SUMMER","MALE"
"266","39.2","PIHA","WEST","WINTER","FEMALE"
"264","35.8","PIHA","WEST","WINTER","FEMALE"
"277","38.4","MURIWAI","WEST","SUMMER","FEMALE"
"267","34.3","PIHA","WEST","WINTER","MALE"
"275","39.1","MARAETAI","EAST","WINTER","MALE"
"268","35.4","WAITAWA","EAST","WINTER","MALE"
"279","37.2","MARAETAI","EAST","SUMMER","FEMALE"
"313","39.2","WAITAWA","EAST","SUMMER","MALE"
"255","37","MURIWAI","WEST","WINTER","FEMALE"
"280","33.5","MARAETAI","EAST","SUMMER","MALE"
"273","40.6","PIHA","WEST","WINTER","MALE"
"293","39.9","PIHA","WEST","SUMMER","MALE"
"290","38.6","MURIWAI","WEST","SUMMER","MALE"
"268","40.1","MARAETAI","EAST","WINTER","FEMALE"
"273","38.8","WAITAWA","EAST","WINTER","MALE"
"287","37.7","MURIWAI","WEST","SUMMER","MALE"
"273","39.3","PIHA","WEST","SUMMER","FEMALE"
"254","36","PIHA","WEST","WINTER","FEMALE"
"273","36.8","WAITAWA","EAST","WINTER","MALE"
"271","36.6","MARAETAI","EAST","WINTER","MALE"
"239","33.2","WAITAWA","EAST","WINTER","FEMALE"
"280","36.9","MARAETAI","EAST","SUMMER","MALE"
"271","37.7","MURIWAI","WEST","SUMMER","FEMALE"
"269","33.8","WAITAWA","EAST","SUMMER","MALE"
"302","37.8","WAITAWA","EAST","SUMMER","MALE"
"272","39.9","MARAETAI","EAST","SUMMER","FEMALE"
"269","40.4","MURIWAI","WEST","WINTER","FEMALE"
"276","35.1","PIHA","WEST","SUMMER","FEMALE"
"265","36.6","MURIWAI","WEST","WINTER","FEMALE"
"262","39.2","MURIWAI","WEST","WINTER","FEMALE"
"257","38.3","WAITAWA","EAST","WINTER","MALE"
"269","35.3","MARAETAI","EAST","SUMMER","FEMALE"
"265","34.8","MARAETAI","EAST","SUMMER","FEMALE"
"256","34.3","WAITAWA","EAST","SUMMER","FEMALE"
"275","38.1","WAITAWA","EAST","SUMMER","FEMALE"
"293","38.4","MURIWAI","WEST","SUMMER","FEMALE"
"247","37.3","PIHA","WEST","WINTER","FEMALE"
"251","37.1","WAITAWA","EAST","WINTER","FEMALE"
"267","35.6","WAITAWA","EAST","SUMMER","FEMALE"
"290","36.9","MURIWAI","WEST","SUMMER","MALE"
"265","36.9","MARAETAI","EAST","WINTER","FEMALE"
"271","35.5","MARAETAI","EAST","WINTER","FEMALE"
"264","35.8","MURIWAI","WEST","SUMMER","FEMALE"
"234","37.5","PIHA","WEST","WINTER","FEMALE"
"277","39.1","WAITAWA","EAST","WINTER","MALE"
"212","32.8","WAITAWA","EAST","WINTER","FEMALE"
"243","32.8","WAITAWA","EAST","WINTER","FEMALE"
"245","35.6","MARAETAI","EAST","WINTER","FEMALE"
"250","34.9","MURIWAI","WEST","WINTER","FEMALE"
"274","36.1","MARAETAI","EAST","SUMMER","MALE"
"246","34.4","MARAETAI","EAST","WINTER","MALE"
"292","39.9","WAITAWA","EAST","WINTER","MALE"
"288","36.8","MURIWAI","WEST","SUMMER","MALE"
"284","35.3","MURIWAI","WEST","SUMMER","FEMALE"
"264","33.9","WAITAWA","EAST","SUMMER","FEMALE"
"290","39.1","WAITAWA","EAST","SUMMER","MALE"
"251","36.9","WAITAWA","EAST","WINTER","MALE"
"285","37.5","PIHA","WEST","SUMMER","MALE"
"252","37","WAITAWA","EAST","WINTER","FEMALE"
"277","39.7","MURIWAI","WEST","SUMMER","FEMALE"
"264","37.4","PIHA","WEST","WINTER","FEMALE"
"297","36.1","PIHA","WEST","SUMMER","MALE"
"253","35","WAITAWA","EAST","SUMMER","FEMALE"
"258","35.2","WAITAWA","EAST","SUMMER","FEMALE"
"238","35.7","PIHA","WEST","WINTER","FEMALE"
"257","37.7","PIHA","WEST","SUMMER","FEMALE"
"273","35.5","MURIWAI","WEST","WINTER","MALE"
"238","34.5","MARAETAI","EAST","WINTER","FEMALE"
"272","39.7","MARAETAI","EAST","WINTER","FEMALE"
"269","37.3","MARAETAI","EAST","SUMMER","FEMALE"
"272","36.7","WAITAWA","EAST","WINTER","MALE"
"261","36.7","MURIWAI","WEST","SUMMER","FEMALE"
"267","39.3","PIHA","WEST","SUMMER","FEMALE"
"269","39.3","PIHA","WEST","WINTER","MALE"
"248","37.9","WAITAWA","EAST","WINTER","FEMALE"
"297","41.2","PIHA","WEST","SUMMER","MALE"
"263","32.9","MARAETAI","EAST","SUMMER","MALE"
"264","32.2","MARAETAI","EAST","WINTER","FEMALE"
"284","33.8","PIHA","WEST","SUMMER","MALE"
"273","35.1","PIHA","WEST","SUMMER","MALE"
"292","39","MURIWAI","WEST","SUMMER","MALE"
"250","36.5","PIHA","WEST","WINTER","FEMALE"
"279","44.2","PIHA","WEST","WINTER","MALE"
"284","35.8","WAITAWA","EAST","SUMMER","MALE"
"269","36.5","MURIWAI","WEST","WINTER","MALE"
"288","36","MARAETAI","EAST","SUMMER","MALE"
"257","35.5","MURIWAI","WEST","WINTER","FEMALE"
"282","37.7","WAITAWA","EAST","SUMMER","MALE"
"263","39.7","PIHA","WEST","WINTER","FEMALE"
"271","32.1","MURIWAI","WEST","SUMMER","FEMALE"
"261","36.9","WAITAWA","EAST","WINTER","MALE"
"261","34.5","PIHA","WEST","SUMMER","FEMALE"
"290","38.8","MARAETAI","EAST","SUMMER","MALE"
"254","35.6","MURIWAI","WEST","WINTER","MALE"
"259","36.9","PIHA","WEST","SUMMER","MALE"
"282","37.5","PIHA","WEST","SUMMER","MALE"
"262","37.8","WAITAWA","EAST","WINTER","MALE"
"265","36","MURIWAI","WEST","WINTER","FEMALE"
"279","40.7","PIHA","WEST","WINTER","MALE"
"281","36.2","MARAETAI","EAST","SUMMER","MALE"
"244","36.9","MARAETAI","EAST","WINTER","FEMALE"
"261","39.4","MURIWAI","WEST","WINTER","MALE"
"259","36.5","MURIWAI","WEST","WINTER","FEMALE"
"264","37.5","WAITAWA","EAST","WINTER","MALE"
"248","34.5","WAITAWA","EAST","WINTER","FEMALE"
"315","38.6","MURIWAI","WEST","SUMMER","MALE"
"288","39","MARAETAI","EAST","SUMMER","MALE"
"270","39.4","MURIWAI","WEST","WINTER","MALE"
"275","36.8","WAITAWA","EAST","SUMMER","MALE"
"253","38.8","MARAETAI","EAST","WINTER","MALE"
"285","35.4","PIHA","WEST","SUMMER","FEMALE"
"280","35.5","PIHA","WEST","SUMMER","MALE"
"267","38.3","PIHA","WEST","SUMMER","FEMALE"
"262","36.8","MURIWAI","WEST","WINTER","MALE"
"247","32.7","PIHA","WEST","WINTER","FEMALE"
"270","34.8","MARAETAI","EAST","WINTER","MALE"
"289","42.9","MARAETAI","EAST","SUMMER","FEMALE"
"246","35","MURIWAI","WEST","WINTER","MALE"
"270","35.8","PIHA","WEST","SUMMER","MALE"
"254","35.1","WAITAWA","EAST","WINTER","FEMALE"
"276","31.9","MURIWAI","WEST","SUMMER","FEMALE"
"257","31.6","MARAETAI","EAST","SUMMER","FEMALE"
"271","33.2","PIHA","WEST","SUMMER","FEMALE"
"256","34.1","MARAETAI","EAST","WINTER","MALE"
"271","36.1","WAITAWA","EAST","SUMMER","FEMALE"
"279","35.6","MURIWAI","WEST","SUMMER","FEMALE"
"300","40.1","MARAETAI","EAST","SUMMER","MALE"
"264","34.5","PIHA","WEST","SUMMER","FEMALE"
"255","37.8","WAITAWA","EAST","WINTER","FEMALE"
"269","39.6","MARAETAI","EAST","WINTER","MALE"
"290","36","MURIWAI","WEST","SUMMER","MALE"
"293","39.5","PIHA","WEST","SUMMER","MALE"
"249","35.5","WAITAWA","EAST","WINTER","FEMALE"
"277","35.8","WAITAWA","EAST","SUMMER","MALE"
"247","36.3","PIHA","WEST","WINTER","FEMALE"
"289","39.7","PIHA","WEST","SUMMER","MALE"
"279","35.9","MURIWAI","WEST","SUMMER","FEMALE"
"270","41.7","MARAETAI","EAST","WINTER","MALE"
"307","40.5","WAITAWA","EAST","SUMMER","MALE"
"279","34.9","MARAETAI","EAST","SUMMER","FEMALE"
"297","39.9","PIHA","WEST","SUMMER","MALE"
"265","37","WAITAWA","EAST","WINTER","MALE"
"267","35","MARAETAI","EAST","WINTER","FEMALE"
"246","38.5","WAITAWA","EAST","WINTER","MALE"
"237","33.9","WAITAWA","EAST","WINTER","FEMALE"
"265","38.3","MURIWAI","WEST","SUMMER","FEMALE"
"266","35.3","MARAETAI","EAST","SUMMER","FEMALE"
"257","35.9","MARAETAI","EAST","WINTER","FEMALE"
"278","40.9","MURIWAI","WEST","SUMMER","FEMALE"
"255","38.8","PIHA","WEST","WINTER","FEMALE"
"283","38.4","MURIWAI","WEST","WINTER","MALE"
"277","38.1","MURIWAI","WEST","SUMMER","FEMALE"
"236","38.2","PIHA","WEST","WINTER","FEMALE"
"268","35.7","PIHA","WEST","SUMMER","FEMALE"
"267","31.9","PIHA","WEST","SUMMER","FEMALE"
"284","37","MARAETAI","EAST","SUMMER","MALE"
"248","35.6","WAITAWA","EAST","WINTER","FEMALE"
"264","35.7","MARAETAI","EAST","WINTER","MALE"
"255","35.3","PIHA","WEST","WINTER","MALE"
"257","41.9","PIHA","WEST","WINTER","FEMALE"
"269","41.9","MURIWAI","WEST","WINTER","MALE"
"268","39.6","MURIWAI","WEST","WINTER","FEMALE"
"296","33.6","MARAETAI","EAST","SUMMER","MALE"
"267","40.8","MURIWAI","WEST","WINTER","MALE"
"259","37.1","WAITAWA","EAST","WINTER","MALE"
"285","34.4","PIHA","WEST","SUMMER","MALE"
"275","33.7","MURIWAI","WEST","SUMMER","FEMALE"
"269","42.7","MURIWAI","WEST","WINTER","FEMALE"
"253","37.3","MARAETAI","EAST","WINTER","FEMALE"
"251","38.3","MARAETAI","EAST","WINTER","FEMALE"
"272","35.6","WAITAWA","EAST","SUMMER","MALE"
"290","39.4","MURIWAI","WEST","SUMMER","FEMALE"
"232","34.4","MARAETAI","EAST","WINTER","FEMALE"
"267","35.5","MARAETAI","EAST","SUMMER","FEMALE"
"241","36.4","PIHA","WEST","WINTER","FEMALE"
"273","33.6","WAITAWA","EAST","SUMMER","MALE"
"277","38.3","PIHA","WEST","SUMMER","FEMALE"
"264","33.6","MARAETAI","EAST","SUMMER","MALE"
"245","36.3","WAITAWA","EAST","WINTER","FEMALE"
"267","35.9","WAITAWA","EAST","SUMMER","MALE"
"239","35.6","PIHA","WEST","WINTER","FEMALE"
"279","39.3","MURIWAI","WEST","WINTER","MALE"
"255","36.7","WAITAWA","EAST","WINTER","MALE"
"262","40.4","MARAETAI","EAST","WINTER","MALE"
"291","37.9","PIHA","WEST","SUMMER","MALE"
"309","42.7","MURIWAI","WEST","SUMMER","MALE"
"256","34.7","MURIWAI","WEST","WINTER","MALE"
"274","36.8","MURIWAI","WEST","SUMMER","FEMALE"
"294","35.7","MURIWAI","WEST","SUMMER","MALE"
"271","39.9","MARAETAI","EAST","SUMMER","FEMALE"
"238","34","WAITAWA","EAST","WINTER","MALE"
"279","39.7","MURIWAI","WEST","WINTER","MALE"
"285","36.9","PIHA","WEST","SUMMER","MALE"
"268","40.7","PIHA","WEST","WINTER","MALE"
"265","38","PIHA","WEST","WINTER","MALE"
"263","36.2","MARAETAI","EAST","WINTER","MALE"
"244","37.8","WAITAWA","EAST","WINTER","FEMALE"
"271","34.3","PIHA","WEST","SUMMER","MALE"
"277","34.5","PIHA","WEST","SUMMER","MALE"
"238","33.5","MARAETAI","EAST","WINTER","FEMALE"
"250","38.1","MARAETAI","EAST","WINTER","FEMALE"
"263","36.1","MURIWAI","WEST","WINTER","FEMALE"
"279","37.3","MARAETAI","EAST","SUMMER","FEMALE"
"278","38.5","MURIWAI","WEST","WINTER","MALE"
"285","38.3","MARAETAI","EAST","SUMMER","MALE"
"236","34.3","MARAETAI","EAST","WINTER","FEMALE"
"283","36.7","MURIWAI","WEST","SUMMER","FEMALE"
"295","36.9","WAITAWA","EAST","SUMMER","MALE"
"277","39.2","MURIWAI","WEST","SUMMER","FEMALE"
"285","33.8","PIHA","WEST","SUMMER","MALE"
"279","36","MURIWAI","WEST","SUMMER","MALE"
"278","41.5","MURIWAI","WEST","SUMMER","FEMALE"
"263","41","WAITAWA","EAST","WINTER","FEMALE"
"253","37.8","MARAETAI","EAST","SUMMER","FEMALE"
"260","37.3","PIHA","WEST","WINTER","MALE"
"242","36.4","PIHA","WEST","WINTER","FEMALE"
"253","34.9","WAITAWA","EAST","WINTER","MALE"
"265","37.4","MURIWAI","WEST","WINTER","FEMALE"
"273","36.8","MURIWAI","WEST","WINTER","MALE"
"277","35","MARAETAI","EAST","SUMMER","FEMALE"
"258","33.6","PIHA","WEST","SUMMER","FEMALE"
"295","39.3","PIHA","WEST","SUMMER","MALE"
"242","31.5","WAITAWA","EAST","WINTER","FEMALE"
"312","38","MURIWAI","WEST","SUMMER","MALE"
"269","40.7","MARAETAI","EAST","WINTER","MALE"
"248","38.2","MURIWAI","WEST","WINTER","FEMALE"
"256","35","MARAETAI","EAST","SUMMER","FEMALE"
"272","36.9","MARAETAI","EAST","SUMMER","FEMALE"
"259","31.4","PIHA","WEST","WINTER","MALE"
"268","37.7","PIHA","WEST","SUMMER","FEMALE"
"287","35","MURIWAI","WEST","SUMMER","MALE"
"264","39.3","WAITAWA","EAST","WINTER","MALE"
"280","37.5","MARAETAI","EAST","SUMMER","FEMALE"
"275","36.2","PIHA","WEST","SUMMER","MALE"
"253","34.6","MARAETAI","EAST","SUMMER","MALE"
"239","35.6","WAITAWA","EAST","WINTER","FEMALE"
"247","35.8","MARAETAI","EAST","SUMMER","FEMALE"
"315","40.4","PIHA","WEST","SUMMER","MALE"
"267","36.5","WAITAWA","EAST","WINTER","FEMALE"
"261","36.9","MURIWAI","WEST","WINTER","MALE"
"273","40.9","WAITAWA","EAST","WINTER","MALE"
"267","39.1","WAITAWA","EAST","WINTER","MALE"
"247","35.5","MARAETAI","EAST","WINTER","FEMALE"
"253","33.8","PIHA","WEST","SUMMER","FEMALE"
"298","36","MARAETAI","EAST","SUMMER","MALE"
"284","35","MARAETAI","EAST","SUMMER","MALE"
"257","34.6","MARAETAI","EAST","WINTER","MALE"
"274","41","MARAETAI","EAST","WINTER","FEMALE"
"260","39","MARAETAI","EAST","WINTER","MALE"
"287","40.2","WAITAWA","EAST","SUMMER","MALE"
"279","36.7","MARAETAI","EAST","SUMMER","MALE"
"254","33.4","MARAETAI","EAST","WINTER","FEMALE"
"278","36.1","PIHA","WEST","SUMMER","MALE"
"279","37.9","PIHA","WEST","SUMMER","FEMALE"
"276","39.8","WAITAWA","EAST","SUMMER","FEMALE"
"266","36.2","PIHA","WEST","SUMMER","FEMALE"
"264","38.5","WAITAWA","EAST","SUMMER","FEMALE"
"282","34.7","MARAETAI","EAST","SUMMER","MALE"
"270","37.8","PIHA","WEST","WINTER","FEMALE"
"239","36.4","WAITAWA","EAST","WINTER","FEMALE"
"268","40.1","MURIWAI","WEST","WINTER","FEMALE"
"274","38.5","WAITAWA","EAST","WINTER","MALE"
"247","36.2","WAITAWA","EAST","WINTER","FEMALE"
"260","36.3","MURIWAI","WEST","WINTER","FEMALE"
"281","38.9","MURIWAI","WEST","SUMMER","FEMALE"
"297","39.7","MURIWAI","WEST","SUMMER","MALE"
"263","36.6","MURIWAI","WEST","WINTER","MALE"
"279","41.9","WAITAWA","EAST","WINTER","MALE"
"259","37.7","MARAETAI","EAST","SUMMER","FEMALE"
"271","35.1","MURIWAI","WEST","WINTER","FEMALE"
"294","36.6","MARAETAI","EAST","SUMMER","MALE"
"284","36.4","WAITAWA","EAST","SUMMER","FEMALE"
"267","39.5","PIHA","WEST","WINTER","FEMALE"
"290","42.5","MARAETAI","EAST","SUMMER","MALE"
"257","38.2","MURIWAI","WEST","WINTER","MALE"
"281","36.7","WAITAWA","EAST","SUMMER","FEMALE"
"301","39.8","MARAETAI","EAST","SUMMER","MALE"
"253","30.1","WAITAWA","EAST","SUMMER","FEMALE"
"243","36.3","PIHA","WEST","WINTER","FEMALE"
"267","39.2","WAITAWA","EAST","WINTER","MALE"
"283","36.1","MURIWAI","WEST","WINTER","MALE"
"250","34.6","PIHA","WEST","WINTER","FEMALE"
"284","34.9","PIHA","WEST","SUMMER","MALE"
"257","40.4","WAITAWA","EAST","WINTER","FEMALE"
"295","39","MARAETAI","EAST","SUMMER","MALE"
"262","39.1","WAITAWA","EAST","SUMMER","FEMALE"
"268","36.2","WAITAWA","EAST","SUMMER","FEMALE"
"265","35.1","WAITAWA","EAST","WINTER","MALE"
"255","41.9","MURIWAI","WEST","WINTER","FEMALE"
"288","35.3","PIHA","WEST","SUMMER","MALE"
"251","35.7","PIHA","WEST","WINTER","FEMALE"
"260","32.7","MURIWAI","WEST","SUMMER","FEMALE"
"254","37.5","WAITAWA","EAST","WINTER","FEMALE"
"264","33.4","WAITAWA","EAST","SUMMER","FEMALE"
"299","34.7","MURIWAI","WEST","SUMMER","MALE"
"288","36.5","MARAETAI","EAST","SUMMER","MALE"
"285","37.7","MURIWAI","WEST","SUMMER","FEMALE"
"271","40","WAITAWA","EAST","SUMMER","FEMALE"
"281","35.4","PIHA","WEST","SUMMER","FEMALE"
"295","37.4","PIHA","WEST","SUMMER","MALE"
"266","39.2","MURIWAI","WEST","SUMMER","FEMALE"
"303","39.5","PIHA","WEST","SUMMER","MALE"
"282","38.9","MARAETAI","EAST","SUMMER","FEMALE"
"262","41.3","PIHA","WEST","WINTER","MALE"
"251","36.3","MARAETAI","EAST","WINTER","FEMALE"
"309","42.5","MURIWAI","WEST","SUMMER","MALE"
"265","39.3","MARAETAI","EAST","WINTER","FEMALE"
"244","33.9","PIHA","WEST","WINTER","FEMALE"
"272","39.7","WAITAWA","EAST","WINTER","MALE"
"309","37.4","PIHA","WEST","SUMMER","MALE"
"297","36.3","PIHA","WEST","SUMMER","MALE"
"281","41.2","PIHA","WEST","WINTER","MALE"
"237","33.5","MURIWAI","WEST","WINTER","FEMALE"
"249","38.9","PIHA","WEST","WINTER","FEMALE"
"254","37.2","PIHA","WEST","WINTER","FEMALE"
"305","40","MARAETAI","EAST","SUMMER","MALE"
"277","34.7","WAITAWA","EAST","SUMMER","MALE"
"285","35.7","MARAETAI","EAST","SUMMER","MALE"
"269","37.2","WAITAWA","EAST","SUMMER","FEMALE"
"248","36.4","MARAETAI","EAST","WINTER","FEMALE"
"291","38.3","PIHA","WEST","SUMMER","MALE"
"262","36.8","PIHA","WEST","SUMMER","FEMALE"
"251","37.9","PIHA","WEST","WINTER","MALE"
"267","36.8","MURIWAI","WEST","SUMMER","FEMALE"
"293","41.3","MURIWAI","WEST","WINTER","MALE"
"256","34.7","WAITAWA","EAST","SUMMER","FEMALE"
"280","34.4","PIHA","WEST","SUMMER","MALE"
"296","39.7","MARAETAI","EAST","SUMMER","MALE"
"252","36","MARAETAI","EAST","WINTER","MALE"
"281","42.2","WAITAWA","EAST","SUMMER","FEMALE"
"266","40.1","PIHA","WEST","WINTER","MALE"
"254","36.6","MARAETAI","EAST","WINTER","MALE"
"263","33.7","WAITAWA","EAST","SUMMER","MALE"
"276","37.8","MARAETAI","EAST","SUMMER","FEMALE"
"259","38.9","MURIWAI","WEST","WINTER","FEMALE"
"282","37.9","PIHA","WEST","WINTER","MALE"
"287","38.9","WAITAWA","EAST","SUMMER","MALE"
"305","35.3","MURIWAI","WEST","SUMMER","MALE"
"269","37.2","MURIWAI","WEST","SUMMER","FEMALE"
"263","34.6","PIHA","WEST","SUMMER","FEMALE"
"301","41.9","WAITAWA","EAST","SUMMER","MALE"
"281","39.8","WAITAWA","EAST","WINTER","MALE"
"271","35.8","WAITAWA","EAST","SUMMER","FEMALE"
"269","37.5","PIHA","WEST","SUMMER","MALE"
"286","39.6","WAITAWA","EAST","SUMMER","MALE"
"276","37.8","WAITAWA","EAST","WINTER","MALE"
"268","36.1","MURIWAI","WEST","SUMMER","FEMALE"
"252","32.8","PIHA","WEST","SUMMER","FEMALE"
"305","39.5","MARAETAI","EAST","SUMMER","MALE"
"278","38.8","MARAETAI","EAST","SUMMER","FEMALE"
"266","38.5","WAITAWA","EAST","WINTER","MALE"
"286","35.9","MURIWAI","WEST","WINTER","MALE"
"284","38.6","PIHA","WEST","WINTER","MALE"
"268","37.8","MURIWAI","WEST","SUMMER","FEMALE"
"286","35.7","WAITAWA","EAST","SUMMER","MALE"
"269","34.2","MURIWAI","WEST","SUMMER","FEMALE"
"271","36.9","PIHA","WEST","SUMMER","MALE"
"278","39.6","MARAETAI","EAST","SUMMER","FEMALE"
"289","39","PIHA","WEST","SUMMER","MALE"
"280","37.9","MARAETAI","EAST","SUMMER","MALE"
"269","40","MURIWAI","WEST","WINTER","MALE"
"257","33.7","MARAETAI","EAST","WINTER","FEMALE"
"257","38.7","WAITAWA","EAST","WINTER","FEMALE"
"281","39.3","MARAETAI","EAST","SUMMER","MALE"
"272","35.4","MARAETAI","EAST","SUMMER","MALE"
"271","36.6","MURIWAI","WEST","WINTER","FEMALE"
"249","36.4","MARAETAI","EAST","WINTER","FEMALE"
"263","35.8","PIHA","WEST","SUMMER","FEMALE"
"286","36.2","PIHA","WEST","SUMMER","MALE"
"279","41.7","PIHA","WEST","WINTER","MALE"
"244","29.5","MARAETAI","EAST","WINTER","FEMALE"
"255","37.6","PIHA","WEST","WINTER","FEMALE"
"260","36.2","MURIWAI","WEST","SUMMER","FEMALE"
"277","36","MARAETAI","EAST","SUMMER","FEMALE"
"291","39.6","MARAETAI","EAST","SUMMER","MALE"
"262","37.3","WAITAWA","EAST","WINTER","MALE"
"275","37.4","MURIWAI","WEST","SUMMER","FEMALE"
"278","38.4","WAITAWA","EAST","SUMMER","MALE"
"257","36.9","MARAETAI","EAST","SUMMER","FEMALE"
"259","39.6","PIHA","WEST","WINTER","FEMALE"
"256","35.7","WAITAWA","EAST","WINTER","FEMALE"
"274","38.8","MARAETAI","EAST","WINTER","MALE"
"274","39.4","MURIWAI","WEST","WINTER","FEMALE"
"251","31.4","MARAETAI","EAST","WINTER","FEMALE"
"284","36.8","WAITAWA","EAST","WINTER","MALE"
"249","33.4","MURIWAI","WEST","WINTER","FEMALE"
"278","37.4","WAITAWA","EAST","SUMMER","FEMALE"
"277","38.9","WAITAWA","EAST","SUMMER","FEMALE"
"289","35.9","MARAETAI","EAST","SUMMER","MALE"
"278","39.9","MURIWAI","WEST","WINTER","FEMALE"
"252","35.4","WAITAWA","EAST","WINTER","MALE"
"281","37.6","PIHA","WEST","SUMMER","FEMALE"
"302","38.6","MARAETAI","EAST","SUMMER","MALE"
"259","39.5","MARAETAI","EAST","WINTER","MALE"
"250","33.2","PIHA","WEST","SUMMER","FEMALE"
"251","37.3","MARAETAI","EAST","WINTER","MALE"
"273","40.1","MURIWAI","WEST","WINTER","MALE"
"295","37.1","WAITAWA","EAST","SUMMER","MALE"
"263","35.1","MURIWAI","WEST","WINTER","MALE"
"255","37.9","PIHA","WEST","WINTER","FEMALE"
"237","31.9","PIHA","WEST","WINTER","FEMALE"
"298","41.9","WAITAWA","EAST","SUMMER","MALE"
"267","36","MARAETAI","EAST","WINTER","MALE"
"241","36.1","PIHA","WEST","WINTER","FEMALE"
"302","39.6","WAITAWA","EAST","SUMMER","MALE"
"274","34.3","MURIWAI","WEST","SUMMER","FEMALE"
"259","33.8","MARAETAI","EAST","SUMMER","FEMALE"
"275","36.2","MARAETAI","EAST","SUMMER","FEMALE"
"298","37.9","PIHA","WEST","SUMMER","MALE"
"296","39.6","MARAETAI","EAST","SUMMER","MALE"
"289","37.4","MURIWAI","WEST","SUMMER","MALE"
"290","40.5","MURIWAI","WEST","SUMMER","FEMALE"
"273","37.8","MARAETAI","EAST","WINTER","MALE"
"271","37.2","MARAETAI","EAST","SUMMER","FEMALE"
"258","34.4","PIHA","WEST","SUMMER","FEMALE"
"302","39.4","WAITAWA","EAST","SUMMER","MALE"
